feature	Actinomyces	Bifidobacterium	Corynebacterium	Rothia	Atopobium	Libanicoccus	Olsenella	Collinsella	f__Coriobacteriales_Incertae_Sedis.g__uncultured	Adlercreutzia	Eggerthella	Enterorhabdus	Gordonibacter	Senegalimassilia	Slackia	f__Eggerthellaceae.g__uncultured	Bacteroides	Barnesiella	Coprobacter	Butyricimonas	Odoribacter	Paraprevotella	Prevotella_7	Prevotella_9	Alistipes	Parabacteroides	Campylobacter	Gastranaerophilales	Bilophila	Desulfovibrio	f__Desulfovibrionaceae.g__uncultured	Catenibacterium	Erysipelatoclostridium	Erysipelotrichaceae_UCG.003	Faecalicoccus	Faecalitalea	Holdemanella	Holdemania	Merdibacter	Turicibacter	X.Clostridium._innocuum_group	f__Erysipelotrichaceae.g__unassigned	Enterococcus	Lactobacillus	Ligilactobacillus	Lactococcus	Streptococcus	o__Lactobacillales.f__unassigned.g__unassigned	RF39	Gemella	Staphylococcus	Christensenellaceae_R.7_group	Clostridia_UCG.014	Clostridia_vadinBB60_group	Clostridium_sensu_stricto_1	Agathobacter	Anaerostipes	Blautia	CAG.56	Coprococcus	Dorea	Eisenbergiella	Frisingicoccus	Fusicatenibacter	GCA.900066575	Howardella	Hungatella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG.004	Lachnospiraceae_UCG.010	Marvinbryantia	Roseburia	Sellimonas	Tuzzerella	X.Eubacterium._eligens_group	X.Eubacterium._hallii_group	X.Eubacterium._ventriosum_group	X.Eubacterium._xylanophilum_group	X.Ruminococcus._gauvreauii_group	X.Ruminococcus._gnavus_group	X.Ruminococcus._torques_group	f__Lachnospiraceae.g__unassigned	Monoglobus	Butyricicoccus	Colidextribacter	Flavonifractor	Intestinimonas	NK4A214_group	Oscillibacter	Oscillospira	UCG.002	UCG.003	UCG.005	f__Oscillospiraceae.g__unassigned	f__Oscillospiraceae.g__uncultured	Anaerotruncus	DTU089	Faecalibacterium	Fournierella	Incertae_Sedis	Negativibacillus	Ruminococcus	Subdoligranulum	UBA1819	X.Eubacterium._siraeum_group	f__Ruminococcaceae.g__unassigned	f__Ruminococcaceae.g__uncultured	UCG.010	X.Eubacterium._coprostanoligenes_group	Peptococcus	Family_XIII_AD3011_group	Mogibacterium	X.Eubacterium._brachy_group	X.Eubacterium._nodatum_group	Anaerococcus	Finegoldia	Peptoniphilus	Intestinibacter	Peptostreptococcus	Romboutsia	Terrisporobacter	Acidaminococcus	Phascolarctobacterium	Megamonas	Allisonella	Dialister	Megasphaera	Veillonella	Veillonellaceae	Fusobacterium	TM7x	f__Xanthobacteraceae.g__unassigned	o__Rhodospirillales.f__uncultured.g__uncultured	Sphingobium	Neisseria	Parasutterella	Sutterella	Escherichia.Shigella	Klebsiella	f__Enterobacteriaceae.g__unassigned	Actinobacillus	Aggregatibacter	Haemophilus	Pseudomonas	Akkermansia	Alloscardovia	f__Barnesiellaceae.g__uncultured	Dysgonomonas	Muribaculaceae	Porphyromonas	Alloprevotella	Abiotrophia	Lacticaseibacillus	Leuconostoc	Limosilactobacillus	f__Lactobacillaceae.g__unassigned	f__Christensenellaceae.g__unassigned	Anaerofustis	Lachnospiraceae_UCG.001	Lachnospiraceae_UCG.003	Lactonifactor	Oribacterium	Robinsoniella	X.Eubacterium._fissicatena_group	X.Eubacterium._ruminantium_group	Pseudoflavonifractor	CAG.352	Candidatus_Soleaferrea	Paludicola	X.Clostridium._methylpentosum_group	Family_XIII_UCG.001	Parvimonas	Clostridioides	Anaeroglobus	Citrobacter	o__Enterobacterales.f__unassigned.g__unassigned	Azotobacter
run06-190	8	76	0	11	2	0	0	0	0	18	36	0	14	0	0	208	4078	20	48	32	39	209	0	0	216	32	0	159	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	19	0	0	4	19	224	2453	207	105	364	0	0	290	6	0	0	265	62	23	69	40	72	0	22	239	0	3	84	559	13	0	30	0	284	335	16	88	0	11	7	87	4	0	38	34	28	9	23	0	0	3651	0	11	0	111	542	2	0	2	6	0	22	0	6	0	0	0	0	0	0	12	0	7	0	0	78	0	0	0	14	204	0	0	0	0	10	0	0	88	13	0	0	0	0	0	27	0	62	2	0	0	63	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
run06-97	0	0	0	0	0	0	0	3	0	5	297	0	4	0	0	0	9319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	56	0	0	0	0	0	0	171	0	59	0	0	0	35	0	0	0	0	0	0	0	0	0	85	954	0	215	0	70	0	62	0	0	241	1220	607	0	0	0	0	0	0	4531	73	0	584	0	17	0	50	2063	2368	1923	31	66	0	394	75	0	0	0	0	0	0	0	0	14	0	1394	0	37	0	144	0	38	2	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	255	0	0	0	64	0	35	0	0	0	0	0	0	0	0	106	0	0	18	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	41	3	0	0	0	0	0	0	0	0	0	0	0	0
run06-98	2	228	0	4	0	0	4	0	0	12	0	0	0	0	4	0	2422	0	0	0	0	0	46	0	194	539	0	0	0	0	0	0	13	0	0	0	0	0	0	0	15	0	345	10	85	0	282	0	0	0	0	0	0	0	41	0	12	2526	0	123	48	0	0	324	0	0	8	420	12	0	160	0	0	0	0	581	0	0	0	0	0	0	67	27	0	991	0	117	0	0	0	12	90	0	0	0	0	0	0	0	0	740	0	12	0	7	822	0	24	0	0	0	0	0	0	7	0	0	0	0	0	145	0	0	0	284	0	0	0	146	14	168	39	3	0	0	0	0	0	106	0	1125	0	4	0	0	5	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	2	0	0
run06-99	13	333	0	0	4	0	0	0	10	23	34	0	14	0	0	0	3606	14	117	0	53	0	5	0	365	119	0	0	53	0	0	0	18	56	0	0	0	0	0	121	0	0	0	0	0	0	132	2	5	0	0	95	0	10	209	152	159	1932	84	330	924	0	0	356	15	0	6	155	13	63	109	182	149	23	29	497	0	0	30	166	202	0	33	0	516	1075	80	101	69	4	27	160	26	4	527	43	228	37	39	3	0	2414	4	124	29	482	2578	3	11	9	49	9	15	22	0	0	5	3	0	0	0	104	0	72	0	0	0	0	0	133	0	156	0	0	0	0	0	0	0	175	0	0	0	35	0	0	292	0	74	0	12	0	0	0	0	0	0	0	0	0	162	0	29	0	0	0	0	0	5	2	0	0	22	0	29	0	0	0	0	0	0
run07-Cah7-145	0	302	0	0	0	0	0	3130	0	22	0	0	0	0	0	0	2793	0	0	0	0	320	0	0	0	38	0	0	31	0	0	0	3	0	0	0	0	0	0	0	25	0	76	0	0	0	62	0	0	0	0	0	0	0	12	369	25	7550	0	9	308	6	0	379	0	0	0	317	0	0	0	96	0	10	23	159	86	0	116	786	12	0	13	530	289	784	0	18	127	36	0	0	3	61	4	0	0	0	19	0	0	2529	0	54	149	0	584	2	0	9	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	3	0	0	0	0	0	0	0	0	24	749	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	659	0	0	0	0	0	0	0	0	0	0
run07-Cah7-146	0	0	0	0	0	0	0	1414	0	0	35	0	0	8	0	0	4923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	8	0	0	3	0	0	0	0	17	0	44	609	0	75	354	0	0	0	0	0	0	60	9	0	9	0	96	0	0	1693	0	0	0	19	0	0	0	68	671	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	11	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	14	0	0	0	442	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run07-Cah7-98	0	0	0	3	0	0	0	1500	0	0	25	0	0	0	0	0	6664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	24	0	0	0	0	0	25	3	0	2	0	0	0	0	18	0	42	422	0	48	239	0	0	0	0	0	0	46	6	0	0	0	31	0	0	1922	0	0	0	13	0	0	0	67	508	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	9	0	0	0	444	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run03-99	0	64	0	68	0	0	0	0	0	0	0	0	0	0	0	0	4915	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	382	0	0	0	0	0	0	0	0	0	6	0	0	3	299	24	0	0	0	0	0	0	0	0	22	2171	0	0	0	0	0	0	0	0	365	515	0	0	0	0	0	0	0	699	58	0	0	438	0	0	0	1138	3328	44	0	22	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	9	0	75	0	0	0	0	8	0	0	2794	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run03-143	320	1039	0	568	35	0	0	3822	0	0	8	0	0	191	0	0	5027	2	0	0	0	0	13	0	0	318	6	0	0	0	0	0	7	0	0	0	0	0	0	0	90	0	0	3	107	0	7455	124	0	43	0	0	0	0	36	0	6	4135	0	0	522	0	0	50	0	0	0	327	0	0	0	0	65	56	0	187	0	0	0	86	6	0	248	0	226	1112	0	59	0	0	0	0	0	0	0	7	0	117	0	0	0	1566	0	19	0	0	55	0	0	0	0	0	0	0	0	2	35	0	7	0	0	0	0	0	0	0	0	0	0	16	5	752	0	141	0	0	0	11	0	7	0	38	0	12	0	0	838	5	0	5	0	0	0	0	0	0	2	0	2	12	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0
run04-146	22	1394	3	64	3	0	0	5658	0	0	9	0	0	228	0	0	2923	10	0	2	3	0	0	0	0	205	0	0	0	0	0	2	0	0	0	0	5	0	0	0	68	0	0	0	135	0	903	32	0	3	0	0	0	0	52	0	12	6227	0	0	559	2	0	98	0	0	0	454	5	0	0	0	180	178	0	283	0	0	8	111	22	0	389	10	101	999	0	93	0	0	0	0	0	3	0	13	0	264	0	0	0	2221	0	18	0	0	93	0	0	0	0	0	2	0	0	0	7	0	3	4	0	0	10	0	0	5	0	0	0	0	11	387	0	0	0	0	0	13	0	28	3	0	0	0	0	0	117	7	0	3	0	0	0	0	0	0	4	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0
run02-123	35	1320	0	215	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1349	0	0	0	0	0	0	35	0	0	0	0	0	0	0	199	0	1128	0	0	0	1433	6	0	32	0	0	0	0	11	0	0	1347	0	0	0	0	0	0	0	0	0	402	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	753	932	710	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	753	0	0	0	0	0	0	0	0	0	736	0	0	0	0	0	2	0	0	31	0	0	2831	0	0	703	0	0	4	0	0	0	0	0	0	3	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0
run02-173	7	648	2	35	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	509	0	0	0	0	0	0	0	294	0	488	0	0	0	464	0	0	3	0	0	0	0	4	0	6	1196	0	0	0	0	0	0	0	0	0	855	97	0	0	0	0	0	0	0	6	0	0	0	0	0	0	745	636	765	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	563	0	0	0	0	0	0	0	0	0	817	0	0	0	13	0	18	0	0	13	0	0	1044	0	0	260	4	0	3	0	0	0	0	0	0	28	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	2
run06-111	32	8	0	73	4	0	0	237	9	0	0	35	20	0	0	0	2246	133	214	24	156	0	0	0	279	0	2	0	18	0	2	0	6	0	0	0	0	0	0	0	0	0	247	0	0	0	3248	60	0	33	4	0	0	0	1476	272	3	904	395	226	359	0	0	56	8	0	4	229	18	9	75	0	72	2	21	281	0	0	21	238	6	4	0	0	0	2887	24	77	24	0	35	154	66	7	178	23	41	0	19	0	0	418	0	62	0	804	288	0	0	0	0	0	0	0	0	0	5	0	0	0	0	31	0	0	0	0	250	0	0	139	0	58	6	175	0	0	169	0	0	36	0	3803	0	69	0	4	88	0	674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0
run06-166	0	0	0	10	0	0	0	145	6	0	0	21	19	0	0	0	2128	135	99	35	172	0	0	0	206	5	0	3	15	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	850	4	0	0	3	0	0	0	73	277	5	969	311	239	573	0	2	76	5	0	9	208	16	14	72	0	47	2	12	315	0	0	19	138	3	3	2	0	0	1146	6	70	20	2	30	94	31	9	214	41	31	0	17	0	0	435	0	44	0	903	208	0	0	0	0	2	0	0	3	0	0	0	0	0	0	27	0	0	0	0	115	0	0	36	0	16	0	16	0	0	124	0	0	11	0	562	0	13	0	0	0	0	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
