feature	Actinomyces	Bifidobacterium	Corynebacterium	Rothia	Atopobium	Libanicoccus	Olsenella	Collinsella	f__Coriobacteriales_Incertae_Sedis.g__uncultured	Adlercreutzia	Eggerthella	Enterorhabdus	Gordonibacter	Senegalimassilia	Slackia	f__Eggerthellaceae.g__uncultured	Bacteroides	Barnesiella	Coprobacter	Butyricimonas	Odoribacter	Paraprevotella	Prevotella_7	Prevotella_9	Alistipes	Parabacteroides	Campylobacter	Gastranaerophilales	Bilophila	Desulfovibrio	f__Desulfovibrionaceae.g__uncultured	Catenibacterium	Erysipelatoclostridium	Erysipelotrichaceae_UCG.003	Faecalicoccus	Faecalitalea	Holdemanella	Holdemania	Merdibacter	Turicibacter	X.Clostridium._innocuum_group	f__Erysipelotrichaceae.g__unassigned	Enterococcus	Lactobacillus	Ligilactobacillus	Lactococcus	Streptococcus	o__Lactobacillales.f__unassigned.g__unassigned	RF39	Gemella	Staphylococcus	Christensenellaceae_R.7_group	Clostridia_UCG.014	Clostridia_vadinBB60_group	Clostridium_sensu_stricto_1	Agathobacter	Anaerostipes	Blautia	CAG.56	Coprococcus	Dorea	Eisenbergiella	Frisingicoccus	Fusicatenibacter	GCA.900066575	Howardella	Hungatella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG.004	Lachnospiraceae_UCG.010	Marvinbryantia	Roseburia	Sellimonas	Tuzzerella	X.Eubacterium._eligens_group	X.Eubacterium._hallii_group	X.Eubacterium._ventriosum_group	X.Eubacterium._xylanophilum_group	X.Ruminococcus._gauvreauii_group	X.Ruminococcus._gnavus_group	X.Ruminococcus._torques_group	f__Lachnospiraceae.g__unassigned	Monoglobus	Butyricicoccus	Colidextribacter	Flavonifractor	Intestinimonas	NK4A214_group	Oscillibacter	Oscillospira	UCG.002	UCG.003	UCG.005	f__Oscillospiraceae.g__unassigned	f__Oscillospiraceae.g__uncultured	Anaerotruncus	DTU089	Faecalibacterium	Fournierella	Incertae_Sedis	Negativibacillus	Ruminococcus	Subdoligranulum	UBA1819	X.Eubacterium._siraeum_group	f__Ruminococcaceae.g__unassigned	f__Ruminococcaceae.g__uncultured	UCG.010	X.Eubacterium._coprostanoligenes_group	Peptococcus	Family_XIII_AD3011_group	Mogibacterium	X.Eubacterium._brachy_group	X.Eubacterium._nodatum_group	Anaerococcus	Finegoldia	Peptoniphilus	Intestinibacter	Peptostreptococcus	Romboutsia	Terrisporobacter	Acidaminococcus	Phascolarctobacterium	Megamonas	Allisonella	Dialister	Megasphaera	Veillonella	Veillonellaceae	Fusobacterium	TM7x	f__Xanthobacteraceae.g__unassigned	o__Rhodospirillales.f__uncultured.g__uncultured	Sphingobium	Neisseria	Parasutterella	Sutterella	Escherichia.Shigella	Klebsiella	f__Enterobacteriaceae.g__unassigned	Actinobacillus	Aggregatibacter	Haemophilus	Pseudomonas	Akkermansia	Alloscardovia	f__Barnesiellaceae.g__uncultured	Dysgonomonas	Muribaculaceae	Porphyromonas	Alloprevotella	Abiotrophia	Lacticaseibacillus	Leuconostoc	Limosilactobacillus	f__Lactobacillaceae.g__unassigned	f__Christensenellaceae.g__unassigned	Anaerofustis	Lachnospiraceae_UCG.001	Lachnospiraceae_UCG.003	Lactonifactor	Oribacterium	Robinsoniella	X.Eubacterium._fissicatena_group	X.Eubacterium._ruminantium_group	Pseudoflavonifractor	CAG.352	Candidatus_Soleaferrea	Paludicola	X.Clostridium._methylpentosum_group	Family_XIII_UCG.001	Parvimonas	Clostridioides	Anaeroglobus	Citrobacter	o__Enterobacterales.f__unassigned.g__unassigned	Azotobacter
run02-178	0	1608	0	0	0	0	0	3224	0	0	115	0	0	0	0	0	5911	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	204	0	0	306	0	0	0	6	36	0	4	194	0	0	93	0	0	0	0	0	0	0	44	1121	193	1589	0	0	796	0	0	0	0	0	0	595	16	0	0	0	66	0	0	604	20	0	0	122	0	0	0	2704	475	8	0	165	0	78	0	0	17	0	0	0	0	0	0	0	0	1485	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	73	0	0	0	3999	0	116	0	13	0	0	0	0	0	0	0	145	0	369	0	0	0	2	59	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run02-180	0	517	7	0	0	0	1081	2996	0	80	96	0	7	0	0	0	5203	252	6	63	69	0	0	0	220	85	0	0	63	0	9	0	26	207	383	0	0	8	77	0	129	6	0	0	0	0	85	0	3	0	0	69	0	11	32	544	196	3327	0	327	647	6	0	185	24	0	0	296	239	14	54	0	15	29	3	558	0	0	47	937	33	0	214	255	769	640	60	95	588	33	9	201	134	341	163	5	71	4	77	0	37	1812	0	337	156	877	1130	40	4	62	33	7	135	0	23	0	8	0	0	3	0	28	0	0	0	0	418	0	0	0	0	10	0	0	0	0	0	18	0	183	132	839	2	0	0	0	0	2	41	0	0	0	0	0	0	0	37	0	0	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run02-181	0	568	0	16	0	0	0	721	0	0	103	0	3	12	124	0	5030	33	386	0	135	0	0	1187	32	240	0	0	6	0	279	9	0	458	0	0	0	0	0	0	4	2	7	0	0	0	241	0	0	0	0	26	0	0	162	562	120	1561	51	873	1628	0	0	206	65	0	0	256	0	5	126	7	124	535	0	259	5	3	10	340	3	0	258	109	1105	204	6	187	86	15	31	0	32	0	16	43	0	0	9	0	0	1996	0	129	0	0	372	0	0	0	7	0	31	0	31	0	4	0	4	0	0	164	0	18	21	305	14	56	73	207	124	236	0	8	0	0	0	14	0	0	732	179	54	35	3	0	36	12	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
run02-182	17	422	0	20	6	0	0	744	0	0	12	28	0	138	0	0	4719	0	0	28	120	78	0	0	208	235	0	0	0	0	0	0	0	600	0	53	1281	8	0	0	43	0	0	0	0	0	159	6	0	0	0	0	0	0	0	17	137	1773	0	383	661	0	0	447	0	0	15	163	27	9	89	0	47	151	11	134	0	0	19	64	15	0	119	28	250	425	0	158	264	8	29	0	23	13	74	77	59	0	23	2	0	1998	8	30	35	24	1112	49	0	0	10	0	22	5	0	2	5	0	0	0	0	5	0	0	0	0	357	0	0	0	3	31	0	0	0	0	0	0	0	28	299	116	79	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	4	0	18	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
run02-183	2	687	0	7	0	0	0	705	0	0	129	0	12	0	108	0	5299	38	590	0	149	0	0	1393	33	314	0	0	0	2	391	0	0	538	0	0	0	0	0	0	19	0	0	0	0	0	244	0	0	3	0	34	0	0	127	551	114	1670	46	912	881	0	0	235	89	0	0	260	0	5	129	5	146	564	0	243	0	6	6	347	10	0	312	5	1137	189	14	152	101	20	43	0	21	0	23	47	4	0	12	0	0	2311	0	108	0	0	387	0	0	0	2	0	29	0	47	0	0	0	7	0	0	164	0	0	0	417	0	59	98	221	187	310	0	25	0	0	0	20	5	2	850	0	0	26	0	0	33	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run02-184	20	401	3	0	0	0	0	3837	0	0	87	0	0	0	179	0	5269	0	123	41	0	7	0	0	9	488	0	0	108	0	67	0	256	0	0	725	0	0	0	0	10	0	22	0	0	0	118	3	0	8	0	0	0	0	38	175	143	1204	0	449	851	0	0	196	0	0	0	220	12	0	0	0	16	11	0	22	0	186	0	191	0	0	0	1476	2938	1235	0	58	6	170	9	0	12	3	0	0	0	0	24	0	0	13	0	89	0	10	1080	0	0	0	0	0	0	0	0	0	0	0	9	16	5	0	0	116	38	0	118	0	0	0	0	237	0	2	2	0	0	8	0	0	991	0	0	314	23	0	51	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run02-185	4	873	0	0	0	0	0	0	0	0	273	0	0	0	0	0	5475	0	418	0	0	0	0	0	405	0	0	0	0	0	0	0	380	0	0	0	0	0	0	0	311	0	0	132	0	6	11	0	0	0	0	0	0	0	0	0	1109	2800	145	0	676	2	0	43	20	0	45	1319	0	9	0	0	10	20	11	0	147	70	2	79	0	0	0	185	1	665	0	43	6	109	31	0	49	0	0	11	0	2	38	2	4	1303	5	84	0	144	719	0	0	2	5	0	269	0	0	0	15	0	0	0	5	37	0	0	0	0	0	0	0	79	0	0	0	1292	0	0	0	3	0	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
run02-186	0	586	0	0	0	0	0	2406	0	130	0	0	0	0	0	0	6132	0	0	0	0	0	0	0	512	0	0	0	0	0	0	0	0	206	0	21	0	7	4	65	7	0	0	6	0	27	20	0	0	0	0	0	0	0	48	1293	56	1182	49	671	220	0	0	428	3	0	8	430	159	23	34	0	0	33	3	304	36	0	28	175	31	0	40	224	504	577	32	12	39	129	51	0	100	56	288	11	0	0	57	2	5	1344	0	26	0	2827	2013	6	0	0	0	0	207	0	0	0	0	0	0	0	0	229	0	64	0	0	0	0	0	365	0	10	0	0	0	0	0	0	0	0	343	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0
run02-97	91	206	0	21	13	0	0	1520	0	0	0	0	0	112	94	0	3995	24	44	0	0	0	0	531	0	0	0	0	12	0	0	0	4	756	0	0	165	0	0	0	6	8	0	0	0	0	758	99	0	19	0	0	0	0	38	254	76	639	224	555	1435	0	0	0	0	0	0	29	37	0	0	0	181	0	0	114	0	98	0	131	0	0	0	119	2896	635	4	203	0	135	2	0	0	0	0	0	0	0	0	0	0	3537	99	53	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	49	0	0	0	0	0	0	0	0	10	382	0	75	17	12	0	3	3	26	289	135	0	2	39	7	919	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run02-98	0	204	0	0	0	0	0	524	13	10	16	0	0	0	46	0	1826	0	0	0	0	0	0	0	103	0	0	149	42	0	0	0	44	0	0	0	0	5	3	42	6	0	7	0	0	0	44	0	0	0	0	33	107	5	3	1043	16	604	0	24	98	0	21	19	6	0	0	37	0	5	44	7	0	2	10	52	2	0	54	110	15	31	0	0	230	309	55	10	19	4	3	10	18	13	394	0	61	2	13	5	5	1320	0	40	15	824	714	4	35	0	9	4	75	0	6	0	0	0	0	0	0	225	0	26	6	0	131	0	0	0	0	3	0	0	0	0	0	0	0	55	0	4054	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	80	0	0	0	0	0	2	0	0	0	0	0	0
run02-99	0	22	0	0	0	0	0	1303	0	0	0	7	0	0	0	0	3728	5	0	0	0	287	0	3210	5	50	0	0	0	0	0	765	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	344	335	1643	271	77	217	0	0	240	52	0	0	505	0	21	0	5	39	38	2	7	0	0	269	182	5	0	107	8	423	582	0	133	26	0	0	0	0	0	2	6	0	0	2	0	0	1244	0	28	0	0	1470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	16	0	0	3	65	0	35	0	0	0	0	0	2	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
run03-103	12	48	0	0	2	0	0	2068	0	0	40	0	0	0	0	0	9681	15	159	0	23	0	0	0	11	0	121	0	246	0	0	0	167	43	0	0	0	3	0	0	66	0	0	0	0	0	50	0	0	5	0	181	0	0	35	0	14	253	0	125	670	0	0	33	0	0	51	510	2	0	4	38	401	46	0	65	0	267	0	96	0	0	30	1804	3896	64	0	45	0	36	0	0	0	0	0	8	0	0	0	4	0	914	0	54	0	0	996	2	0	0	0	0	0	0	6	3	0	0	0	0	0	0	1404	0	0	0	76	0	0	0	0	91	388	149	0	0	0	0	0	0	85	1041	0	1199	2	108	557	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0
run03-104	28	131	0	2	22	0	0	0	0	0	145	0	0	0	0	0	2567	0	0	9	0	0	0	0	20	0	0	0	0	0	0	0	176	8	0	0	0	0	0	0	43	3	231	0	0	3	303	31	0	12	0	0	0	5	0	0	297	2844	0	0	102	19	63	137	0	0	64	368	3	0	0	0	7	0	2	512	14	113	146	0	0	0	0	22	147	755	0	24	12	43	3	0	9	0	3	0	0	0	0	0	0	261	0	92	2	0	0	23	0	0	0	0	3	9	0	4	0	2	0	0	0	327	0	0	45	0	0	0	0	0	7	198	0	0	7	0	0	0	0	20	0	4034	0	0	0	0	43	3	0	0	0	0	0	78	0	0	0	0	0	0	13	6	0	0	0	12	146	21	0	0	0	0	4	0	0	0	0	0	0	0	0
run03-105	0	82	0	0	0	0	0	715	0	3	0	0	0	43	44	0	3311	690	11	213	0	0	0	255	960	0	837	0	19	216	597	31	0	0	0	23	181	8	0	0	0	0	0	0	6	5	136	0	0	0	0	0	0	0	0	39	16	1043	0	15	48	0	0	15	0	0	0	103	2	8	0	0	3	0	3	474	0	0	2	74	0	0	3	323	18	132	20	45	212	477	8	0	121	0	0	0	0	0	0	23	0	674	0	4	32	0	180	5	0	0	0	0	13	0	0	0	74	0	0	0	0	11	0	0	0	392	504	90	12	0	180	0	0	152	0	0	150	0	0	0	516	287	40	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run03-106	31	475	0	0	10	4	496	1210	53	0	0	11	0	53	38	0	4323	472	29	78	241	0	0	834	469	166	0	14	40	0	0	0	13	0	19	0	32	2	171	0	16	188	126	7	0	0	251	25	18	35	0	195	250	0	4	0	18	1629	0	252	198	3	29	39	40	37	8	273	10	93	33	0	26	117	19	1433	6	0	0	204	26	6	10	41	335	908	0	15	41	42	12	84	19	22	323	103	247	14	40	0	0	2741	51	39	22	84	1070	67	10	11	10	10	157	24	29	221	2	0	0	0	0	17	2	0	0	120	0	0	6	156	400	6	0	3	6	0	85	0	2	0	213	2591	15	54	14	0	23	1	219	3	0	0	39	0	0	2	0	0	0	0	4	0	6	0	0	0	82	0	44	0	0	0	4	0	0	0	0	0	0	0	0
run03-107	53	388	0	3	0	0	47	118	248	0	4	5	24	48	0	0	3207	1018	17	3	17	222	703	86	853	519	0	0	18	0	0	0	29	0	0	0	3	0	78	13	1	19	8	0	0	0	899	1	31	4	0	299	64	97	370	555	9	1292	0	20	63	15	13	63	67	0	0	307	7	7	3	0	0	14	77	348	112	0	19	101	13	0	0	23	803	547	13	26	164	111	127	203	96	34	29	10	83	84	119	8	19	1388	7	240	58	1511	1363	31	8	162	40	44	131	197	38	20	9	5	0	0	0	1	0	45	0	12	0	0	0	158	139	12	0	9	2	0	5	0	0	57	128	58	1472	0	0	0	12	0	30	0	0	0	72	0	0	0	67	0	0	0	8	0	0	0	0	0	0	3	0	66	0	0	0	0	3	0	0	0	0	0	0
run03-108	44	328	0	2	0	0	0	25	223	0	4	2	18	50	0	0	2709	1050	24	0	0	212	633	0	773	486	0	0	17	0	11	0	43	0	0	0	0	0	95	15	0	6	17	0	0	0	827	4	22	3	0	232	63	77	407	527	0	1287	0	0	32	13	9	60	48	0	0	338	12	0	0	0	0	0	89	213	102	0	21	82	17	5	0	20	790	451	13	16	145	116	130	162	81	33	5	0	74	54	108	20	21	1291	18	226	58	1499	1270	27	11	130	38	27	117	177	25	3	4	6	0	0	0	0	2	33	0	0	0	0	0	139	82	18	0	17	2	0	0	0	0	63	99	25	1385	0	0	0	8	0	16	0	0	0	80	0	0	0	78	0	0	0	6	0	0	0	0	0	0	5	0	49	0	6	0	0	5	0	0	0	0	0	0
run03-109	0	8	0	4	0	0	0	0	0	0	9	0	0	0	0	0	1773	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	30	8	0	0	0	0	0	0	8	0	0	0	0	0	14	0	0	0	0	0	0	0	349	0	0	16	4	91	0	0	0	0	0	0	0	102	3	0	0	2	2	0	0	62	0	0	0	0	0	0	0	1475	14551	13	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	116	0	4	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	6	5227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run03-110	27	6	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	198	0	0	0	0	0	0	0	190	0	31	0	0	0	108	0	0	0	0	0	0	0	321	233	43	2384	0	564	811	0	0	1158	41	0	0	431	236	10	4	0	370	0	0	599	22	0	0	224	5	0	49	1522	1067	376	0	6	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	13	45	214	0	0	0	0	0	0	0	0	0	0	0	0	0	1208	0	0	0	0	0	0	0	288	0	310	197	65	0	0	0	0	0	0	0	1053	817	0	0	3	170	0	5043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run03-111	44	316	2	7	6	0	2	1922	0	0	21	0	0	0	160	0	4502	0	0	0	0	0	0	843	8	0	0	42	66	0	0	0	0	1527	0	0	0	0	0	0	31	0	0	5	11	0	290	30	0	23	2	0	0	0	40	102	39	1438	189	569	197	0	0	228	0	0	0	774	0	8	4	23	16	8	0	219	3	0	2	306	6	0	187	478	2374	184	0	46	13	0	0	0	0	0	8	0	0	0	0	0	0	31	0	53	0	0	3976	0	0	0	0	0	0	0	0	0	8	0	0	0	0	109	0	0	0	0	0	758	0	0	369	24	0	0	0	0	0	0	0	8	200	210	0	0	0	0	46	0	9	0	0	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run03-112	0	0	0	0	0	0	0	1561	0	0	3	0	0	280	133	0	5451	0	0	65	0	0	0	761	331	14	0	0	0	0	11	0	0	0	26	0	0	6	9	0	7	0	0	0	0	0	253	0	0	45	0	15	0	0	0	162	46	1626	0	782	1001	0	0	57	79	240	0	398	0	13	17	47	68	351	15	1964	0	0	7	287	5	2	15	151	2152	834	0	144	76	173	157	166	32	3	338	20	23	8	116	0	0	1165	0	0	18	0	284	9	0	0	6	0	94	62	19	0	108	0	0	0	0	0	0	0	0	0	332	0	26	0	0	29	0	32	0	0	0	0	0	0	0	1196	75	3	24	0	171	0	0	0	0	0	208	0	28	0	0	0	0	12	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
run03-113	0	1961	0	0	0	0	0	0	0	0	23	17	0	384	0	0	11030	0	0	0	0	0	0	0	151	1101	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	334	0	32	0	0	3	0	0	0	0	0	684	314	1266	0	645	859	0	0	115	0	0	0	660	16	17	24	0	51	201	0	1046	0	0	4	148	72	0	0	0	1489	876	12	172	0	28	0	0	16	13	0	46	0	0	88	0	0	1493	0	89	0	3	1695	0	0	0	0	0	359	0	0	0	0	0	0	3	0	0	0	21	0	1039	466	0	0	73	0	0	0	0	0	0	63	0	0	333	108	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run03-114	9	0	0	8	0	0	0	2134	0	0	0	3	0	347	60	9	2250	73	10	16	25	0	0	96	32	0	0	0	76	0	92	0	0	280	0	0	2821	0	0	0	0	0	0	0	0	7	97	6	0	6	0	15	0	0	0	0	40	2106	121	1165	643	0	0	269	123	0	0	320	0	101	2	14	137	279	17	17	0	0	2	435	0	0	80	0	2098	970	0	63	153	11	5	51	0	0	319	76	28	0	37	0	0	3623	0	191	40	0	1469	0	0	2	7	0	0	0	14	0	6	0	0	0	0	3	0	0	0	0	30	0	5	20	0	11	0	37	0	0	0	0	53	0	1028	1807	0	0	17	5	155	0	0	0	0	0	0	4	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0
run03-115	4	0	0	7	0	0	0	433	0	20	3	4	0	0	59	86	4503	373	110	57	126	119	0	0	743	172	0	188	164	414	89	0	9	0	3	0	0	8	0	0	5	0	10	0	6	4	384	1	0	18	0	178	4	0	496	803	8	1457	233	341	618	0	0	230	102	0	0	42	0	20	49	22	16	9	30	1292	17	76	15	135	142	0	37	0	186	1001	10	48	61	9	11	297	2	6	522	68	187	9	170	3	0	1859	0	49	118	12	951	3	0	13	19	2	35	0	14	0	18	0	0	0	0	0	0	43	0	0	310	0	0	0	0	7	0	0	0	0	20	0	0	3	108	687	0	57	0	0	42	0	259	0	7	0	9	0	0	0	9	0	0	0	0	0	0	2	0	0	0	0	0	0	1402	4	0	0	9	0	0	0	0	2363	0
run03-116	2	38	7	2	0	0	0	2067	0	8	0	0	2	56	0	0	2853	191	50	18	0	0	0	0	33	58	0	8	203	0	0	0	0	111	18	13	0	0	17	0	0	0	0	7	0	0	95	0	0	9	8	0	183	0	11	248	34	1059	0	946	457	0	0	131	31	0	0	336	2	6	16	0	0	30	0	157	13	36	11	86	0	0	112	146	1042	578	8	13	7	13	8	0	5	8	31	0	0	0	32	0	0	2929	0	114	0	40	75	16	0	0	5	0	22	0	0	0	0	0	0	0	0	5	0	0	0	232	375	362	33	0	0	2	0	0	0	0	139	0	2	263	0	18	0	0	0	27	1129	0	20	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	8	0	0	0	0	0	0	0	0	0
run03-117	23	2030	0	8	4	0	0	1156	5	16	0	0	0	77	50	86	999	72	157	37	27	0	0	7106	540	77	0	253	30	0	4	0	0	53	0	0	643	3	12	97	0	0	0	0	0	0	499	9	146	0	0	117	384	0	443	49	81	813	149	566	396	0	0	138	20	67	0	127	42	15	93	17	7	0	23	417	0	0	36	160	27	22	38	0	344	1476	68	47	39	0	0	140	27	3	342	58	173	45	56	0	0	1502	0	95	0	253	726	0	33	8	33	15	243	0	15	0	5	0	0	0	0	168	0	5	0	0	441	276	0	0	0	85	0	0	0	0	48	0	0	0	206	172	0	0	0	0	95	0	18	0	18	0	270	0	0	0	4	0	0	0	0	0	18	0	0	0	0	0	244	0	793	0	0	0	14	0	0	0	0	0	0
run03-118	32	157	0	24	0	0	0	1419	0	4	0	0	2	88	29	0	3496	111	578	186	50	0	0	266	1108	687	0	462	177	0	0	159	0	112	0	0	593	0	0	0	0	0	0	0	6	0	139	0	8	0	0	290	210	0	32	899	13	1883	82	423	389	0	0	60	25	0	0	216	5	9	37	0	32	318	29	646	0	0	29	288	27	4	92	21	1010	810	26	27	54	118	15	68	47	6	637	72	148	22	81	0	4	1534	0	117	166	3	1079	8	147	5	16	0	102	7	58	373	3	5	0	0	0	95	0	19	0	0	280	0	16	0	0	4	0	4	0	0	585	0	0	8	947	42	0	0	0	0	18	0	1377	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	624	0	7	0	31	0	0	0	0	0	0
run03-119	0	810	0	0	0	0	0	520	0	0	35	0	0	0	4	0	6344	103	106	24	0	0	0	0	23	0	0	0	93	0	0	0	89	0	0	0	0	0	0	0	0	0	3	0	0	0	38	0	0	0	0	2	0	0	293	0	1395	1186	0	362	633	0	0	422	0	0	11	295	7	0	248	10	122	157	0	1679	0	0	0	168	3	0	0	0	23	619	0	149	0	17	0	0	40	0	0	16	0	0	3	0	0	1321	0	65	0	0	1118	0	5	0	0	0	0	0	0	0	0	0	0	0	0	244	8	0	0	0	107	0	0	0	0	11	240	2	0	0	0	0	0	0	475	1474	0	93	0	0	22	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	51	0	0
run03-120	70	1534	0	20	0	0	579	1474	27	7	72	10	7	0	8	0	2227	374	0	0	45	0	0	0	612	0	0	0	0	171	6	0	3	127	0	0	0	14	43	189	16	500	1302	41	0	5	537	4	0	5	0	50	0	0	152	739	0	605	0	170	36	11	11	29	0	0	4	52	4	0	0	24	12	136	3	99	180	0	0	120	79	0	0	252	2470	271	4	14	76	54	99	111	74	30	409	52	123	8	182	0	2	1537	0	149	124	10	670	11	43	19	23	35	270	183	20	3	17	0	0	0	0	11	0	3138	7	0	0	0	13	134	0	7	0	18	2	0	0	0	0	47	134	3163	0	121	0	0	96	0	0	3	0	0	0	0	0	0	0	23	161	0	0	10	0	0	0	0	0	0	0	4	417	2	0	0	0	0	0	0	50	0	0
run03-121	23	544	0	0	0	0	0	2218	0	47	0	0	0	0	0	0	11959	0	0	0	0	0	0	0	0	1029	0	0	0	0	0	0	2	0	6	23	0	0	0	0	37	0	0	0	121	0	342	16	0	40	0	0	0	0	0	0	2	4097	0	13	4649	0	0	0	0	0	0	1305	276	0	0	0	0	0	0	487	2	23	0	18	0	0	0	3566	194	2289	0	93	2	76	63	0	0	0	0	0	0	0	0	0	0	0	0	11	0	3	1154	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	19	0	0	0	0	0	8	204	0	373	0	119	3	0	0	0	3	60	740	1473	0	0	7	14	353	0	0	0	0	0	0	0	0	0	17	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0
run03-122	1125	1492	0	115	17	22	6	1561	0	0	6	0	0	146	175	10	6566	0	0	0	0	0	0	0	78	382	4	0	17	0	0	0	0	842	0	0	0	0	0	0	0	3	220	19	0	0	3145	71	0	88	0	0	0	0	0	1239	300	1938	0	678	2859	0	0	0	0	0	0	252	20	52	0	0	0	23	0	2790	0	0	12	209	9	0	460	1386	243	164	0	95	0	8	0	0	20	0	0	0	0	0	0	0	0	566	0	43	0	0	0	5	0	0	0	0	48	0	0	196	0	0	0	0	0	13	9	3	0	2004	0	0	0	70	9	543	0	0	0	0	0	0	0	0	878	62	0	0	38	2	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
run03-123	20	2790	0	24	0	76	234	3660	0	0	0	0	0	98	38	22	513	0	0	16	11	33	0	3525	31	66	0	0	44	12	0	658	0	167	0	0	1211	0	0	0	0	0	622	0	0	0	906	7	21	0	0	5	43	0	8	1900	24	3496	0	839	1349	0	0	34	30	0	0	27	360	32	59	39	20	0	24	773	0	0	630	192	7	0	726	0	3	1580	19	54	16	4	47	94	6	4	237	66	117	7	14	0	2	2360	29	70	0	72	501	0	25	0	9	0	19	12	9	0	0	0	0	0	0	16	0	30	0	69	0	0	0	518	595	393	0	3	0	0	0	0	0	4	73	3659	0	5	0	0	63	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	11	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
