feature	Actinobacteriota	Bacteroidota	Desulfobacterota	Firmicutes	Fusobacteriota	Proteobacteria	Verrucomicrobiota	Campylobacterota	Cyanobacteria	Synergistota
4097.3.lib30	0.0162713076647991	0.289426630110859	0.011071045416617	0.603245321254023	0	0.0785105495291453	0	0	0.00147514602455597	0
4111.2.lib27	0.00873250654226874	0.429286608260325	0.00201956991694163	0.516810786210035	0.000796450108089658	0.0407896233928775	8.53339401524633e-05	0	0	0.00147912162930936
4111.3.lib30	0.0109962650916355	0.407869365065578	0.000990185008251542	0.539147051159559	0.00060800833840007	0.0397290019977417	0	0	0	0.000660123338834361
4111.4.rerun.lib32	0.0236238532110092	0.125191131498471	0.00680428134556575	0.815978593272171	0.00126146788990826	0.023585626911315	0.000305810397553517	0	0	0.00324923547400612
4113.3.lib27	0.00153152386624692	0.0701097592104144	0.0142942227516379	0.896281800391389	0	0.017016931847188	0.000765761933123458	0	0	0
4113.4.lib30	0.00488295537673738	0.316239941477688	0.0144659839063643	0.639959765910753	0	0.0237929773226042	0.000658376005852231	0	0	0
4114.2.lib27	0.00415284561339358	0.0961161752030715	0	0.899522030976572	0	0.000208948206963199	0	0	0	0
4114.3.rerun.lib32	0.00127399005465828	0.298771216044055	0	0.692146467759832	0	0.00780832614145399	0	0	0	0
4114.4.rerun.lib32	0.00513813126869611	0.0636635579799402	0	0.922329755410875	0	0.00886855534048918	0	0	0	0
4116.2.lib27	0.00373059756178802	0.335807074811805	0	0.592738658317234	0.000213177003530744	0.0542668709612951	0.0132436213443475	0	0	0
4116.3.lib30	0.00333304096131918	0.383562845364442	0	0.551530567494079	0.000350846416980967	0.0525392509428997	0.00868344882027892	0	0	0
4116.4.lib30	0.00367056664372562	0.127705131146287	0.00963523743977977	0.835589202416456	0	0.0182763630802172	0.00420585761260228	0.000152940276821901	0.000764701384109505	0
4117.2.lib27	0.0196650653257307	0.211713734117541	0	0.546783100615094	0.000628563731872671	0.221209536209761	0	0	0	0
4117.3.rerun.lib32	0.0515832254030637	0.0502434013666205	0	0.7019338126926	0.000446608012147738	0.195792952525568	0	0	0	0
4117.4.lib30	0.00943118184497495	0.194370763336281	0	0.431353767560664	0.000884173297966401	0.363960113960114	0	0	0	0
4119.2.lib27	0.00879967695258606	0.215701450348286	0.00597301208062725	0.742117306592186	0.000185079247568732	0.0243799845206447	0.00206952249554127	0	0.000773967762560151	0
4119.3.lib30	0.01102075448314	0.225648994689827	0.00934285414660654	0.71017131743777	0.00219271066706072	0.0385821742156293	0.00227851238881527	0	0.000762681971151554	0
4121.2.rerun.lib32	0.0044660790661405	0.180888017202675	0	0.20362012334885	0.00236300479689974	0.608190174626055	0	0.000472600959379948	0	0
4121.3.lib30	0.00861504357902161	0.104791173358859	0	0.335016877424555	0.000768300670058945	0.54992694846088	0	0.000881656506625019	0	0
4121.4.lib30	0.00450479858980218	0.189789123196448	0	0.261735326761115	0.00163217340210224	0.54070640464843	0	0.00163217340210224	0	0
4124.4.rerun.lib32	0.0491347711192567	0.27179268604552	0.000375074588696616	0.634506862160089	0	0.0440030687920893	0.000187537294348308	0	0	0
4125.2.rerun.lib32	0.00461070443958551	0.178423170770352	0.00339068986278797	0.799584878156986	0	0.0135469151059987	0.000443641664290015	0	0	0
4125.3.lib30	0.0161998392382366	0.164409818833859	0.00142212329190626	0.795956223335188	0	0.02201199530081	0	0	0	0
4128.2.lib27	0.0173072354112981	0.479796041449641	0.000255861980737248	0.459564669115631	0.000201034413436409	0.0419430889851417	0.000822413509512583	0.000109655134601678	0	0
4128.3.lib30	0.0195265074868474	0.414322811277485	0	0.499915688655065	0	0.0657122622420073	0.000522730338594361	0	0	0
4128.4.lib30	0.02837391911747	0.301539128549751	0	0.595852301466869	4.81730375508828e-05	0.0738733530842787	0.000313124744080738	0	0	0
4130.2.lib27	0.000727631208337245	0.368040559571871	0.000751103182799737	0.501643038212374	0	0.0110552999718336	0.0752042061778237	0	0.0425781616749601	0
4130.4.lib30	0.00110151907164997	0.454030791300561	0.000461101006737198	0.41806491277506	0	0.0217229807618413	0.0595332633142916	0	0.0450854317698594	0
4131.2.lib27	0.0259897249924448	0.379671602699708	0.000624559282764179	0.584889694771834	0	0.00882441825324872	0	0	0	0
4131.3.lib30	0.0407051657490922	0.372613330209676	0.000937097340986295	0.572917886845496	0	0.0128265198547499	0	0	0	0
4131.4.lib30	0.0367089279083338	0.433345711102859	0.00175057026152459	0.519229749084929	5.30475836825633e-05	0.00891199405867063	0	0	0	0
4132.2.lib27	0.0105643656716418	0.34433302238806	0	0.638852611940299	0	0.00625	0	0	0	0
4132.3.lib30	0.00972556719691973	0.457423798493611	0	0.527558330393164	0	0.0052923039163049	0	0	0	0
4132.4.rerun.lib32	0.00667129951355108	0.460736622654621	0	0.525295343988881	0	0.00729673384294649	0	0	0	0
4133.2.lib27	0.000451024089992571	0.398599172238141	0	0.306271887933779	0	0.294677915738088	0	0	0	0
4133.3.lib30	0.00010582570506376	0.36224138843325	0	0.335044182231864	0	0.302608603629822	0	0	0	0
4133.4.rerun.lib32	0.000923231871083259	0.411985228290063	0	0.299155102954342	0	0.287936436884512	0	0	0	0
4135.2.lib29	0.00361406198663892	0.361296681633994	0	0.585423283320556	0	0.0496659730588106	0	0	0	0
4135.3.lib29	0.00315599639314698	0.361832937125994	0	0.592425608656447	0	0.0425854578244118	0	0	0	0
4135.4.lib29	0.00138021211680953	0.414790062472759	0	0.534614267034723	0	0.0492154583757083	0	0	0	0
4136.2.lib29	0.000272415940224159	0.218010585305106	0	0.689893368617684	0	0.0918236301369863	0	0	0	0
4136.3.lib29	0.00172890733056708	0.240931095184207	0	0.613479190242676	0	0.14386080724255	0	0	0	0
4136.4.lib29	0.000408847459013042	0.247761560161904	0	0.655300707306104	0	0.0965288850729793	0	0	0	0
4139.2.lib27	0.00446496370318622	0.406554688211888	0.00665188470066519	0.545788658384716	0	0.0365398049995444	0	0	0	0
4139.3.lib30	0.00414021529119514	0.400128806697948	0.00276014352746343	0.559389088232588	0	0.033581746250805	0	0	0	0
4139.4.lib30	0.00766435940276341	0.412841117033972	0.00845996764526481	0.538441138250192	0	0.032593417667807	0	0	0	0
4140.2.lib27	0.0077324973876698	0.269104841518635	0	0.597109021246952	0.000278648554510624	0.0658307210031348	0.0574364332985023	0.000208986415882968	0.00229885057471264	0
4140.3.rerun.lib32	0.00777015237873677	0.0974991276026521	0	0.766034663254624	0	0.053879260207049	0.0735838083052228	0.000116319646388275	0.00111666860532744	0
4140.4.rerun.lib32	0.0117192769459058	0.262646701740186	0	0.574379468501282	0.000337245379738298	0.0801463644948064	0.0687811951976258	0.000185484958856064	0.00180426278159989	0
4141.2.lib27	0.00272928763760922	0.325811001410437	0	0.654955763559431	5.49521000860916e-05	0.0102760427160991	0.00584323997582108	0.00032971260051655	0	0
4141.3.lib30	0.00550538465253296	0.35485584584923	0	0.627324093301782	0.000193171391316946	0.0102863765876274	0.00183512821751099	0	0	0
4141.4.lib30	0.00410612760581175	0.313065908612339	0	0.672825858075384	0	0.0074752579490419	0.00252684775742262	0	0	0
4146.2.lib27	0.0527241821489279	0.329943637610712	0.00131214027972445	0.464199445322518	0	0.151820594638118	0	0	0	0
4146.3.lib30	0.0632721394758111	0.374275487818959	0.00131624523727052	0.401477889389216	0	0.159658238078744	0	0	0	0
4146.4.lib30	0.0511165341520376	0.326510797974232	0.00390983757117741	0.498281245899919	0.000209924164895432	0.119971660237739	0	0	0	0
4147.2.lib27	0.0153790483083047	0.190700199022978	0	0.791840057897594	0	0.00208069477112358	0	0	0	0
4147.3.lib30	0.0238161174189975	0.288008861811133	0	0.684759531062494	0	0.00286162651158497	0	0	0.00055386319579064	0
4147.4.rerun.lib32	0.0267804114248691	0.169753253064089	0	0.798714972193726	0	0.00467037416986124	8.09891474542411e-05	0	0	0
4148.2.lib27	0.0279218886621976	0.134304867385602	0	0.667385601865345	0	0.170387642086855	0	0	0	0
4148.3.lib30	0.0421982987772461	0.252923976608187	0	0.616161616161616	0	0.0882509303561935	0	0	0.000465178096757044	0
4148.4.lib30	0.0288940234868155	0.140468307091303	0	0.570115052047355	0	0.260522617374527	0	0	0	0
4149.2.lib27	0.0172707370469472	0.310078650774345	0.0438011838157788	0.568572123570907	6.48666180167032e-05	0.0600827049379713	0.000129733236033406	0	0	0
4149.3.lib30	0.0243131747564294	0.280874221012903	0.0487580093039586	0.594926709382954	0	0.0506890195734223	0	0	0	0.00043886597033266
4149.4.lib30	0.0322095971452719	0.229035590196263	0.0695839984975115	0.629824396656963	0	0.0391586064419194	0	0	0	0.000187811062071556
4150.2.lib27	5.88166098106105e-05	0.000794024232443242	0	0.845341724503	0.000323491353958358	0.153334901776262	0	0.000147041524526526	0	0
4150.3.lib30	0.000701931716082659	0.00190925426774483	0	0.842065363881402	0.000589622641509434	0.154733827493261	0	0	0	0
4150.4.lib30	0.00042697145860019	0.00164219791769304	0	0.877853318881992	0.000197063750123165	0.119650540283115	0	0.000229907708477026	0	0
4151.2.lib27	0.00166355004007091	0.165917866770284	6.07135051120771e-05	0.646246691113971	0	0.186111178570561	0	0	0	0
4151.3.lib30	0.00830691185795815	0.308877615726062	0.00177552314521243	0.618960050729233	0	0.0620798985415346	0	0	0	0
4151.4.rerun.lib32	0.00830941446613088	0.158165901262916	0.00175086107921929	0.684443168771527	0	0.147330654420207	0	0	0	0
4156.2.rerun.rep.lib32	0.000532754133967174	0.491342745323033	0	0.494682703932135	0	0.0128270803024404	0.000614716308423662	0	0	0
4156.3.rerun.lib32	0.000788581342165444	0.267591935441474	0	0.71566385405988	0	0.0108824225218831	0	0.00139316037115895	0.00368004626343874	0
4156.4.rerun.lib32	8.38820618210796e-05	0.657153042821793	0	0.339470704189909	0	0.00308266577192467	0	0.000209705154552699	0	0
4158.2.lib27	0.0017461600646726	0.356006467259499	0	0.616475343573161	0.000226354082457559	0.00606305578011318	0.0190784155214228	0.000404203718674212	0	0
4158.3.lib27	0.000386125233283995	0.566928373769226	0	0.417562262693867	0.000128708411094665	0.00688589999356458	0.00785121307677457	0.00025741682218933	0	0
4158.4.lib30	0.00141486220472441	0.517993356299213	0	0.428795521653543	9.22736220472441e-05	0.0123031496062992	0.0386318897637795	0.000768946850393701	0	0
4159.2.lib27	0.00974067450178845	0.14745145631068	0	0.795286152273889	0.0021078180889116	0.0454138988247317	0	0	0	0
4159.3.lib30	0.00843348091924942	0.232816782627029	0	0.70303605313093	0.00184482395108581	0.0538688593717057	0	0	0	0
4159.4.lib30	0.00715550956698644	0.23458847050983	0	0.705992739262351	0.00217471369192725	0.0471421806766166	0	0.00243778389659587	0	0.000508602395692664
4160.2.lib29	0.00258758991874968	0.583656782073177	0	0.407998240438855	0	0.00575738756921803	0	0	0	0
4160.3.lib29	0	0.570202639359631	0	0.423631643470109	0	0.00616571717026033	0	0	0	0
4160.4.lib29	0	0.553311642706646	0	0.44038183147243	0	0.00630652582092333	0	0	0	0
4161.2.lib29	0.00150421752127801	0.0183362211770978	0	0.565490584359946	0.000723547668462842	0.413907347816981	0	3.80814562348864e-05	0	0
4161.3.lib29	0.00208882649042907	0.0349621614217717	0	0.642673697907749	0.00215731260486936	0.318118001575181	0	0	0	0
4161.4.lib29	0.00301695239919548	0.0371133033234365	0	0.781342783258309	0.00210707786610478	0.176324106886314	0	9.57762666411263e-05	0	0
4163.2.lib27	0.0128698633121741	0.329096640181282	0	0.573682146332961	0	0.0843513501735834	0	0	0	0
4163.3.lib30	0.00982133528366942	0.298610385539651	0	0.608463065510396	0	0.0831052136662836	0	0	0	0
4163.4.lib30	0.00602430180615388	0.365174988917558	0	0.4861725223638	0	0.142628186912488	0	0	0	0
4166.2.lib27	0.00592990405862773	0.272328046767923	0.0146009901820928	0.663058375989483	0	0.0430477469161702	0.0010349360857039	0	0	0
4166.3.lib30	0.00351095758536724	0.363365233969458	0.0132699095834041	0.574890990429809	0	0.0443588727183495	0.000604035713611567	0	0	0
4166.4.lib30	0.0218426541776536	0.299145971899721	0.030304222913141	0.442323586130899	0	0.0112558542248809	0.181392420008658	0	0.013735290645047	0
4167.2.lib27	0.0078070231342808	0.267605633802817	0.0154865846663693	0.673188451978841	0	0.0355299216111147	0.000382384806577019	0	0	0
4167.3.lib30	0.0261105912756762	0.383059305796908	0.0343536960299425	0.386802120928575	0	0.0110502161030165	0.146549035333957	0	0.0120750345319253	0
